customer_name,category,sub_category,city,order_date,region,sales,profit
Veena,"Eggs, Meat & Fish",Mutton,Vellore,2017-09-05,Central,1160,382.8
Sudha,Fruits & Veggies,Fresh Vegetables,Chennai,2016-09-21,Central,1863,428.49
Sabeela,Snacks,Noodles,Karur,2017-11-12,Central,1512,453.6
Anu,Beverages,Health Drinks,Namakkal,2016-05-04,Central,2190,262.8
Rumaiza,Beverages,Soft Drinks,Viluppuram,2017-12-05,East,1740,626.4
Yusuf,Snacks,Cookies,Vellore,2018-05-14,East,1776,88.8
Harish,Beverages,Soft Drinks,Namakkal,2018-06-29,East,1870,523.6
Esther,Snacks,Noodles,Perambalur,2015-08-24,East,2231,133.86
Veronica,Food Grains,Organic Staples,Theni,2018-10-23,East,2079,914.76
Kumar,Snacks,Chocolates,Ooty,2018-10-23,East,1556,373.44
Mathew,Food Grains,Dals & Pulses,Kanyakumari,2017-02-21,East,1517,530.95
Muneer,Oil & Masala,Masalas,Vellore,2018-06-29,East,605,151.25
Komal,Food Grains,Rice,Kanyakumari,2018-10-16,East,1459,218.85
Kumar,"Eggs, Meat & Fish",Eggs,Coimbatore,2018-08-17,East,856,171.2
Muneer,Food Grains,Rice,Madurai,2018-03-24,East,1888,283.2
Ramesh,Oil & Masala,Spices,Dindigul,2016-11-03,East,1324,198.6
Sudeep,Bakery,Biscuits,Vellore,2015-11-01,East,2234,357.44
Kumar,Food Grains,Rice,Bodi,2018-04-20,East,1672,167.2
Ramesh,Bakery,Breads & Buns,Cumbum,2016-07-03,East,2368,1018.24
Vinne,Food Grains,Rice,Ooty,2018-04-20,East,2270,817.2
Jonas,"Eggs, Meat & Fish",Eggs,Tirunelveli,2018-12-04,East,1790,304.3
Sheeba,"Eggs, Meat & Fish",Eggs,Tirunelveli,2016-05-29,East,1715,240.1
Sudha,Snacks,Chocolates,Kanyakumari,2018-10-09,East,1992,657.36
Amrish,Bakery,Breads & Buns,Tirunelveli,2016-07-03,East,1332,372.96
Jackson,Snacks,Cookies,Tirunelveli,2016-05-29,East,2101,525.25
Shah,"Eggs, Meat & Fish",Fish,Cumbum,2018-10-23,East,1620,729.0
Hussain,Bakery,Biscuits,Chennai,2016-07-11,East,1302,429.66
Esther,Fruits & Veggies,Fresh Vegetables,Namakkal,2018-10-23,East,1326,159.12
Vince,Fruits & Veggies,Fresh Vegetables,Tirunelveli,2016-12-22,East,1258,515.78
Sundar,Food Grains,Rice,Theni,2015-01-14,East,1715,771.75
Amrish,Bakery,Biscuits,Vellore,2018-05-18,South,2416,241.6
Vidya,Oil & Masala,Spices,Salem,2018-04-01,South,2368,355.2
Ridhesh,Beverages,Health Drinks,Perambalur,2015-08-27,South,2427,946.53
Yusuf,Oil & Masala,Edible Oil & Ghee,Cumbum,2018-07-15,South,1940,737.2
Haseena,Food Grains,Rice,Ooty,2015-08-27,South,528,232.32
Veena,Food Grains,Dals & Pulses,Pudukottai,2017-11-06,South,2091,104.55
Krithika,Bakery,Biscuits,Tirunelveli,2016-12-05,South,2422,678.16
Sundar,Food Grains,Rice,Cumbum,2017-11-06,South,1311,157.32
Vidya,Food Grains,Dals & Pulses,Ooty,2015-07-05,South,568,62.48
Vidya,Beverages,Soft Drinks,Nagercoil,2016-11-30,South,1715,411.6
Ram,Bakery,Biscuits,Bodi,2018-05-09,South,1106,210.14
Aditi,Snacks,Chocolates,Tenkasi,2016-06-11,South,1571,298.49
Alan,Fruits & Veggies,Fresh Vegetables,Karur,2015-03-19,South,824,230.72
Aditi,Beverages,Soft Drinks,Tenkasi,2015-03-19,South,2306,553.44
Willams,Bakery,Biscuits,Virudhunagar,2015-07-05,South,1589,444.92
Akash,Bakery,Biscuits,Chennai,2016-06-18,South,1513,484.16
Malik,Beverages,Health Drinks,Dindigul,2016-06-11,South,1447,202.58
Veena,"Eggs, Meat & Fish",Chicken,Chennai,2016-07-02,South,2465,690.2
Aditi,"Eggs, Meat & Fish",Chicken,Perambalur,2018-11-04,South,1840,239.2
Arvind,Fruits & Veggies,Fresh Vegetables,Dharmapuri,2015-10-20,South,2139,556.14
Sheeba,Beverages,Soft Drinks,Nagercoil,2018-03-28,West,666,259.74
Jonas,Oil & Masala,Edible Oil & Ghee,Nagercoil,2018-01-08,West,743,118.88
Ram,Bakery,Cakes,Tenkasi,2016-09-13,West,567,249.48
Komal,Oil & Masala,Masalas,Cumbum,2016-02-03,West,1901,684.36
Sundar,Oil & Masala,Masalas,Bodi,2016-09-13,West,680,292.4
Akash,Snacks,Noodles,Coimbatore,2018-04-15,West,1298,272.58
Arutra,Fruits & Veggies,Fresh Fruits,Karur,2015-09-06,West,1762,176.2
Amrish,Fruits & Veggies,Organic Vegetables,Dharmapuri,2017-05-05,West,1375,261.25
Ram,Food Grains,Atta & Flour,Coimbatore,2016-09-13,West,2398,167.86
Vinne,Snacks,Noodles,Tenkasi,2018-03-28,West,1714,548.48
Ridhesh,"Eggs, Meat & Fish",Fish,Salem,2015-05-04,West,933,121.29
Yusuf,Snacks,Cookies,Tirunelveli,2017-09-25,West,1332,159.84
Sudha,Bakery,Biscuits,Karur,2015-11-16,West,563,180.16
Ridhesh,Beverages,Health Drinks,Chennai,2018-10-27,West,1615,581.4
Sudeep,"Eggs, Meat & Fish",Eggs,Virudhunagar,2015-10-28,West,2397,934.83
Haseena,Food Grains,Organic Staples,Theni,2016-08-31,West,1441,389.07
Veena,Fruits & Veggies,Fresh Vegetables,Tirunelveli,2018-04-01,West,1061,435.01
Vince,Bakery,Breads & Buns,Tenkasi,2017-10-10,West,1981,435.82
Suresh,Food Grains,Rice,Vellore,2018-10-27,West,2016,262.08
Jackson,"Eggs, Meat & Fish",Mutton,Perambalur,2017-12-14,West,1341,362.07
Ridhesh,"Eggs, Meat & Fish",Eggs,Chennai,2018-10-21,West,1629,488.7
Verma,Food Grains,Rice,Cumbum,2017-03-14,West,1424,185.12
Malik,"Eggs, Meat & Fish",Chicken,Virudhunagar,2017-08-16,West,1844,147.52
Sudeep,Oil & Masala,Masalas,Cumbum,2016-09-13,West,701,35.05
Krithika,Bakery,Cakes,Bodi,2016-10-10,West,2229,222.9
Ramesh,Bakery,Biscuits,Vellore,2018-11-09,West,1322,462.7
Mathew,Snacks,Chocolates,Namakkal,2018-10-15,West,2154,172.32
Ganesh,Food Grains,Atta & Flour,Chennai,2018-11-10,West,663,212.16
Yadav,Beverages,Soft Drinks,Trichy,2017-08-26,West,2191,525.84
Malik,Snacks,Noodles,Kanyakumari,2017-03-15,West,2215,575.9
Sudeep,"Eggs, Meat & Fish",Fish,Nagercoil,2016-09-11,West,1784,410.32
Arutra,"Eggs, Meat & Fish",Fish,Dharmapuri,2015-06-25,West,2072,890.96
Sharon,"Eggs, Meat & Fish",Fish,Chennai,2018-12-28,West,2351,1057.95
Haseena,Fruits & Veggies,Fresh Fruits,Krishnagiri,2017-10-10,West,1466,234.56
Haseena,Food Grains,Rice,Trichy,2018-05-11,West,1600,288.0
Adavan,Fruits & Veggies,Fresh Vegetables,Pudukottai,2018-11-18,Central,2496,299.52
Ravi,Oil & Masala,Masalas,Kanyakumari,2016-11-08,East,1451,101.57
Amy,Fruits & Veggies,Organic Fruits,Tenkasi,2018-08-12,East,960,297.6
Amy,Snacks,Chocolates,Cumbum,2017-10-28,East,759,68.31
Arutra,Bakery,Cakes,Nagercoil,2016-11-08,East,2140,963.0
Sharon,"Eggs, Meat & Fish",Fish,Tirunelveli,2015-09-19,East,1746,87.3
Verma,"Eggs, Meat & Fish",Chicken,Coimbatore,2017-11-23,East,2172,152.04
Shah,Beverages,Health Drinks,Viluppuram,2017-11-23,East,2328,954.48
Anu,"Eggs, Meat & Fish",Mutton,Nagercoil,2015-11-24,East,771,107.94
Aditi,Oil & Masala,Edible Oil & Ghee,Coimbatore,2017-12-11,East,1358,543.2
Esther,Oil & Masala,Spices,Cumbum,2018-12-04,East,1122,269.28
Rumaiza,Bakery,Biscuits,Viluppuram,2017-12-11,East,1200,180.0
Alan,Oil & Masala,Masalas,Cumbum,2016-09-15,South,1317,263.4
Sudeep,Fruits & Veggies,Organic Vegetables,Dindigul,2016-09-15,South,2201,748.34
Krithika,"Eggs, Meat & Fish",Fish,Ooty,2017-11-15,South,2293,710.83
Muneer,Oil & Masala,Spices,Chennai,2018-09-26,West,2091,460.02
Arutra,Bakery,Breads & Buns,Dindigul,2017-03-03,West,1546,386.5
Ravi,Snacks,Noodles,Tenkasi,2018-01-16,West,540,124.2
Veena,Food Grains,Atta & Flour,Nagercoil,2018-09-01,West,1141,102.69
Arvind,Food Grains,Organic Staples,Vellore,2017-09-24,West,2108,927.52
Sharon,"Eggs, Meat & Fish",Eggs,Nagercoil,2018-09-10,West,1659,663.6
Sundar,Snacks,Noodles,Cumbum,2016-07-16,West,1602,416.52
Arutra,Fruits & Veggies,Fresh Vegetables,Theni,2016-07-16,West,1483,652.52
Veronica,"Eggs, Meat & Fish",Eggs,Dharmapuri,2017-06-14,West,511,25.55
Kumar,Beverages,Health Drinks,Dharmapuri,2018-01-16,West,1792,645.12
Sharon,Oil & Masala,Edible Oil & Ghee,Salem,2016-10-25,West,2229,958.47
Krithika,Beverages,Health Drinks,Tenkasi,2017-08-13,Central,685,47.95
Hafiz,Oil & Masala,Masalas,Kanyakumari,2018-01-13,Central,2120,169.6
Vidya,Fruits & Veggies,Fresh Fruits,Dharmapuri,2017-07-25,Central,1581,110.67
Ridhesh,Fruits & Veggies,Fresh Vegetables,Chennai,2017-05-27,Central,711,298.62
Malik,"Eggs, Meat & Fish",Mutton,Vellore,2017-04-02,Central,1997,219.67
Sheeba,Snacks,Noodles,Trichy,2017-07-25,Central,2324,836.64
James,Oil & Masala,Masalas,Pudukottai,2018-06-01,Central,695,125.1
Sundar,Snacks,Chocolates,Namakkal,2016-04-18,Central,1842,626.28
Komal,Food Grains,Dals & Pulses,Trichy,2017-07-07,Central,679,40.74
Yusuf,Bakery,Cakes,Coimbatore,2015-11-23,Central,1207,434.52
Peer,Beverages,Soft Drinks,Karur,2018-05-28,Central,584,35.04
Kumar,"Eggs, Meat & Fish",Chicken,Theni,2015-12-01,Central,814,350.02
Ram,Beverages,Health Drinks,Viluppuram,2016-11-21,Central,1866,223.92
Komal,Bakery,Cakes,Chennai,2017-12-02,Central,2395,670.6
Hafiz,Oil & Masala,Edible Oil & Ghee,Pudukottai,2016-05-31,Central,1254,238.26
Haseena,Oil & Masala,Edible Oil & Ghee,Salem,2017-12-23,Central,2178,348.48
Muneer,Snacks,Noodles,Nagercoil,2016-02-09,Central,1343,470.05
Ram,Beverages,Soft Drinks,Vellore,2017-07-16,Central,2016,665.28
Roshan,Snacks,Chocolates,Ramanadhapuram,2015-05-20,Central,1925,231.0
Adavan,"Eggs, Meat & Fish",Mutton,Kanyakumari,2015-09-14,Central,1518,607.2
Jackson,Snacks,Noodles,Ooty,2018-11-10,Central,729,167.67
Kumar,Fruits & Veggies,Organic Fruits,Viluppuram,2017-07-07,Central,608,42.56
Muneer,Food Grains,Dals & Pulses,Pudukottai,2018-12-22,East,1102,352.64
Amy,Food Grains,Organic Staples,Viluppuram,2017-12-05,East,2409,794.97
Sudha,Oil & Masala,Spices,Ramanadhapuram,2017-01-25,East,2451,539.22
Krithika,Bakery,Biscuits,Trichy,2015-10-13,East,1562,609.18
Arutra,Food Grains,Organic Staples,Viluppuram,2017-05-08,East,1981,277.34
Shree,Beverages,Soft Drinks,Salem,2016-05-31,East,1428,128.52
Ram,Food Grains,Atta & Flour,Theni,2016-09-11,East,2384,309.92
Arvind,Snacks,Noodles,Madurai,2018-11-07,East,557,178.24
Hussain,Beverages,Health Drinks,Viluppuram,2018-11-13,East,1799,683.62
Shree,"Eggs, Meat & Fish",Fish,Tirunelveli,2018-11-20,East,2374,379.84
Muneer,"Eggs, Meat & Fish",Eggs,Dindigul,2017-11-24,East,1438,143.8
Hafiz,Beverages,Soft Drinks,Vellore,2015-08-05,East,2176,413.44
Sudha,Snacks,Cookies,Virudhunagar,2015-09-09,East,841,201.84
Shah,Snacks,Cookies,Kanyakumari,2015-05-20,East,619,210.46
Adavan,Bakery,Biscuits,Krishnagiri,2018-05-28,East,1657,579.95
Amrish,Food Grains,Organic Staples,Viluppuram,2017-07-24,East,568,232.88
Akash,Snacks,Cookies,Nagercoil,2015-12-20,East,1206,518.58
Mathew,Bakery,Biscuits,Namakkal,2016-09-15,East,2171,868.4
Ramesh,Food Grains,Dals & Pulses,Tenkasi,2017-01-09,East,1853,111.18
Anu,Fruits & Veggies,Organic Vegetables,Karur,2016-03-05,East,1946,603.26
Shree,"Eggs, Meat & Fish",Mutton,Nagercoil,2015-11-11,East,1046,62.76
Muneer,Food Grains,Rice,Bodi,2018-06-19,East,1240,446.4
Sudha,Beverages,Soft Drinks,Chennai,2017-07-14,East,2498,299.76
Sundar,Fruits & Veggies,Fresh Fruits,Salem,2017-10-09,East,1447,159.17
Hussain,Fruits & Veggies,Organic Fruits,Bodi,2015-12-31,East,1114,89.12
Ravi,"Eggs, Meat & Fish",Mutton,Krishnagiri,2016-03-05,East,1280,371.2
Yadav,Bakery,Cakes,Ramanadhapuram,2017-03-13,East,1977,177.93
Ravi,Snacks,Noodles,Nagercoil,2018-06-19,East,2475,470.25
Kumar,Snacks,Cookies,Ooty,2015-12-15,East,1254,250.8
Roshan,Snacks,Chocolates,Chennai,2017-11-26,East,1340,522.6
Shah,Beverages,Soft Drinks,Tirunelveli,2017-01-25,East,1479,562.02
Sharon,Snacks,Chocolates,Trichy,2015-12-30,East,2052,410.4
Sudeep,Fruits & Veggies,Fresh Vegetables,Namakkal,2018-04-29,East,2091,752.76
Ravi,Snacks,Cookies,Tirunelveli,2015-10-31,East,2383,881.71
Jackson,Fruits & Veggies,Fresh Fruits,Dindigul,2015-11-11,East,1331,439.23
Alan,Bakery,Breads & Buns,Ramanadhapuram,2016-06-28,East,1913,707.81
Anu,Snacks,Cookies,Chennai,2018-11-25,South,2458,467.02
Yadav,Beverages,Soft Drinks,Cumbum,2018-10-02,South,1333,239.94
Arutra,Beverages,Soft Drinks,Nagercoil,2017-11-28,South,1979,435.38
Arutra,Fruits & Veggies,Fresh Fruits,Vellore,2018-11-02,South,2271,817.56
Veronica,Fruits & Veggies,Fresh Vegetables,Bodi,2015-11-28,South,1254,539.22
Jackson,Food Grains,Organic Staples,Coimbatore,2015-10-18,South,2067,826.8
Harish,Oil & Masala,Masalas,Tirunelveli,2017-03-20,South,665,146.3
Amrish,Food Grains,Organic Staples,Viluppuram,2016-07-05,South,1900,475.0
Vinne,Food Grains,Dals & Pulses,Kanyakumari,2018-04-01,South,1100,209.0
Vinne,Oil & Masala,Spices,Ooty,2018-05-19,South,2407,481.4
Esther,Fruits & Veggies,Fresh Fruits,Virudhunagar,2016-07-17,South,1517,166.87
Esther,Bakery,Cakes,Perambalur,2018-04-10,South,1944,311.04
Malik,Food Grains,Rice,Krishnagiri,2015-12-16,South,1328,544.48
Vinne,Snacks,Chocolates,Perambalur,2017-12-09,South,1842,313.14
Peer,Oil & Masala,Edible Oil & Ghee,Ramanadhapuram,2017-11-04,South,1430,214.5
Ram,Bakery,Breads & Buns,Krishnagiri,2018-08-27,West,2076,539.76
Veronica,Beverages,Health Drinks,Viluppuram,2018-12-16,West,1646,197.52
Jackson,"Eggs, Meat & Fish",Mutton,Pudukottai,2017-03-13,West,1418,255.24
Suresh,Food Grains,Dals & Pulses,Pudukottai,2018-10-19,West,573,126.06
Harish,Bakery,Biscuits,Chennai,2015-06-09,West,726,196.02
Sudeep,Snacks,Noodles,Coimbatore,2018-09-17,West,1603,112.21
Muneer,Bakery,Cakes,Salem,2015-11-25,West,1958,313.28
Sabeela,Food Grains,Atta & Flour,Salem,2018-06-27,West,1968,806.88
Ganesh,Fruits & Veggies,Fresh Vegetables,Viluppuram,2018-02-09,West,588,170.52
Shah,Beverages,Soft Drinks,Nagercoil,2016-12-04,West,2018,565.04
Vince,Beverages,Health Drinks,Krishnagiri,2016-03-24,West,1364,422.84
Vidya,"Eggs, Meat & Fish",Fish,Tirunelveli,2016-06-20,West,1212,278.76
Sudeep,Oil & Masala,Masalas,Karur,2015-08-19,West,976,97.6
Roshan,Fruits & Veggies,Organic Fruits,Ooty,2018-07-17,West,1223,61.15
Sharon,Oil & Masala,Spices,Virudhunagar,2017-07-02,West,1053,294.84
James,Beverages,Soft Drinks,Viluppuram,2017-11-04,West,2039,570.92
Komal,Bakery,Biscuits,Pudukottai,2015-10-03,West,853,93.83
Krithika,Snacks,Noodles,Viluppuram,2018-12-16,West,2450,1053.5
Verma,Beverages,Soft Drinks,Tirunelveli,2018-12-16,West,1397,363.22
Vince,"Eggs, Meat & Fish",Mutton,Ooty,2018-08-31,West,814,260.48
Yadav,Beverages,Soft Drinks,Ooty,2017-08-02,West,787,165.27
Sudha,Oil & Masala,Masalas,Ooty,2016-12-14,West,530,153.7
Esther,Beverages,Soft Drinks,Perambalur,2017-06-03,West,1489,253.13
Ravi,Fruits & Veggies,Fresh Fruits,Chennai,2018-10-19,West,822,271.26
Hafiz,"Eggs, Meat & Fish",Chicken,Coimbatore,2018-08-27,West,1512,105.84
Veronica,Fruits & Veggies,Fresh Fruits,Trichy,2015-10-03,West,797,47.82
Ram,Beverages,Health Drinks,Perambalur,2016-03-01,West,717,78.87
Surya,Beverages,Health Drinks,Tirunelveli,2017-03-12,West,1501,570.38
Anu,Beverages,Soft Drinks,Perambalur,2017-11-04,West,1070,278.2
Aditi,Food Grains,Dals & Pulses,Bodi,2018-09-04,West,2426,291.12
Jonas,Beverages,Health Drinks,Ooty,2018-02-11,West,930,158.1
Shree,Beverages,Health Drinks,Namakkal,2016-10-30,West,1278,383.4
Arvind,Oil & Masala,Spices,Nagercoil,2018-08-21,West,2174,956.56
Harish,Oil & Masala,Edible Oil & Ghee,Dharmapuri,2016-12-25,Central,619,80.47
Suresh,Food Grains,Organic Staples,Dindigul,2018-05-07,Central,2302,161.14
Arutra,"Eggs, Meat & Fish",Fish,Pudukottai,2018-03-25,Central,1232,492.8
Muneer,Fruits & Veggies,Fresh Vegetables,Namakkal,2018-05-07,Central,1392,417.6
Arutra,Bakery,Biscuits,Theni,2016-12-10,Central,1003,120.36
Aditi,Food Grains,Atta & Flour,Virudhunagar,2017-09-25,Central,1899,341.82
Akash,Beverages,Soft Drinks,Vellore,2018-04-08,Central,2084,521.0
Arutra,"Eggs, Meat & Fish",Mutton,Krishnagiri,2016-09-05,Central,2317,417.06
Amy,Fruits & Veggies,Organic Fruits,Cumbum,2016-12-24,Central,696,180.96
Sabeela,Oil & Masala,Edible Oil & Ghee,Cumbum,2017-11-10,Central,1956,215.16
James,Beverages,Soft Drinks,Vellore,2017-09-22,Central,1747,331.93
Aditi,Oil & Masala,Edible Oil & Ghee,Pudukottai,2017-03-14,Central,1618,436.86
Shah,Food Grains,Organic Staples,Namakkal,2016-12-10,Central,890,284.8
Ganesh,Fruits & Veggies,Fresh Fruits,Dindigul,2018-12-09,Central,1856,686.72
Ridhesh,Oil & Masala,Masalas,Theni,2017-10-31,Central,1800,270.0
Amrish,Beverages,Soft Drinks,Ramanadhapuram,2018-07-20,Central,1986,575.94
Komal,Oil & Masala,Spices,Coimbatore,2015-11-18,Central,1364,231.88
Hafiz,Snacks,Noodles,Madurai,2018-03-25,Central,2343,374.88
Willams,Food Grains,Rice,Krishnagiri,2018-03-26,Central,717,107.55
Harish,Food Grains,Dals & Pulses,Chennai,2018-04-08,Central,2317,718.27
Adavan,Fruits & Veggies,Fresh Vegetables,Nagercoil,2017-06-20,Central,2265,543.6
Muneer,"Eggs, Meat & Fish",Eggs,Bodi,2016-09-21,Central,523,146.44
Shah,Beverages,Soft Drinks,Madurai,2018-09-24,Central,2267,566.75
Vidya,Beverages,Health Drinks,Perambalur,2015-02-20,Central,602,108.36
Shree,Oil & Masala,Spices,Viluppuram,2017-11-13,Central,511,178.85
Malik,Bakery,Breads & Buns,Trichy,2018-05-07,Central,1083,357.39
Muneer,"Eggs, Meat & Fish",Fish,Vellore,2018-12-18,Central,1505,90.3
Willams,Snacks,Chocolates,Vellore,2017-01-08,Central,1490,521.5
Peer,Snacks,Cookies,Bodi,2017-11-11,Central,2291,939.31
Yadav,Snacks,Cookies,Ooty,2018-03-25,Central,1912,133.84
Komal,Oil & Masala,Edible Oil & Ghee,Viluppuram,2017-01-03,Central,2130,532.5
Anu,Fruits & Veggies,Organic Fruits,Namakkal,2016-11-29,Central,1608,369.84
Alan,Food Grains,Organic Staples,Virudhunagar,2017-11-25,Central,1763,423.12
Haseena,Fruits & Veggies,Organic Fruits,Theni,2017-09-25,Central,563,101.34
Vidya,"Eggs, Meat & Fish",Fish,Coimbatore,2016-09-10,Central,988,256.88
Vidya,Oil & Masala,Masalas,Chennai,2016-08-28,Central,784,305.76
Mathew,Oil & Masala,Spices,Namakkal,2017-11-11,Central,1900,133.0
Akash,Food Grains,Organic Staples,Chennai,2018-12-28,Central,2394,335.16
Ridhesh,Fruits & Veggies,Fresh Vegetables,Namakkal,2018-11-19,Central,1802,630.7
Rumaiza,Snacks,Cookies,Nagercoil,2017-03-21,Central,978,440.1
Aditi,Oil & Masala,Edible Oil & Ghee,Karur,2017-02-16,Central,1430,643.5
Surya,Food Grains,Rice,Cumbum,2017-06-27,Central,1136,193.12
Malik,Snacks,Chocolates,Ramanadhapuram,2017-02-08,Central,2448,905.76
Malik,Fruits & Veggies,Fresh Vegetables,Dindigul,2017-04-18,Central,1427,499.45
Vince,Food Grains,Rice,Krishnagiri,2017-03-15,Central,1334,466.9
Shah,Snacks,Cookies,Nagercoil,2015-07-21,Central,1341,187.74
Arutra,Fruits & Veggies,Fresh Vegetables,Dharmapuri,2017-09-26,Central,703,189.81
James,Snacks,Cookies,Vellore,2017-11-20,Central,1433,515.88
Shree,Beverages,Soft Drinks,Chennai,2015-11-25,Central,1863,652.05
Malik,Bakery,Cakes,Tirunelveli,2017-09-05,Central,859,154.62
Sundar,Oil & Masala,Spices,Salem,2016-10-24,Central,1230,467.4
Malik,Fruits & Veggies,Organic Vegetables,Viluppuram,2017-12-27,Central,1903,114.18
James,Fruits & Veggies,Fresh Fruits,Salem,2015-05-11,Central,973,214.06
Alan,Beverages,Soft Drinks,Dindigul,2015-11-12,Central,1742,191.62
Surya,Food Grains,Rice,Vellore,2018-11-13,Central,945,349.65
Ravi,"Eggs, Meat & Fish",Chicken,Krishnagiri,2016-08-06,Central,557,144.82
Alan,Fruits & Veggies,Organic Vegetables,Tirunelveli,2018-04-27,Central,549,170.19
Veronica,Fruits & Veggies,Fresh Vegetables,Tenkasi,2018-05-06,Central,1503,240.48
Verma,"Eggs, Meat & Fish",Fish,Namakkal,2017-09-27,Central,1987,178.83
Sheeba,"Eggs, Meat & Fish",Chicken,Krishnagiri,2018-10-09,Central,560,190.4
Vinne,Snacks,Cookies,Madurai,2018-10-09,Central,1548,170.28
Suresh,Snacks,Noodles,Bodi,2018-05-18,Central,1861,576.91
Ramesh,Beverages,Health Drinks,Ramanadhapuram,2016-11-16,Central,2246,449.2
Alan,Snacks,Cookies,Dharmapuri,2015-12-15,Central,2252,360.32
Esther,Food Grains,Rice,Theni,2018-12-28,Central,633,69.63
Roshan,Fruits & Veggies,Organic Vegetables,Coimbatore,2017-02-02,Central,912,355.68
Roshan,"Eggs, Meat & Fish",Fish,Theni,2016-09-17,Central,1464,614.88
Akash,Oil & Masala,Edible Oil & Ghee,Viluppuram,2015-11-23,Central,1844,737.6
Shah,Oil & Masala,Edible Oil & Ghee,Cumbum,2015-12-13,Central,2149,107.45
Hafiz,Snacks,Noodles,Pudukottai,2018-05-18,Central,1158,405.3
Hafiz,Fruits & Veggies,Fresh Fruits,Chennai,2018-12-28,Central,900,252.0
Hafiz,Fruits & Veggies,Organic Fruits,Ramanadhapuram,2015-11-25,Central,1466,498.44
Hafiz,Food Grains,Atta & Flour,Theni,2016-10-08,Central,650,286.0
Hafiz,Fruits & Veggies,Organic Fruits,Namakkal,2017-11-20,Central,1546,92.76
Ridhesh,Snacks,Noodles,Dindigul,2016-03-31,Central,1744,540.64
Peer,Fruits & Veggies,Fresh Vegetables,Pudukottai,2015-12-02,Central,1006,181.08
Komal,Snacks,Noodles,Virudhunagar,2015-12-02,Central,551,209.38
Shah,Beverages,Health Drinks,Pudukottai,2016-08-05,Central,1340,227.8
Haseena,Beverages,Soft Drinks,Dharmapuri,2017-10-03,Central,2278,432.82
Shree,Bakery,Breads & Buns,Coimbatore,2017-04-18,Central,1456,72.8
Vidya,Fruits & Veggies,Fresh Vegetables,Virudhunagar,2017-10-23,Central,861,301.35
Jonas,Snacks,Cookies,Trichy,2017-06-11,Central,1698,237.72
Sundar,"Eggs, Meat & Fish",Chicken,Ramanadhapuram,2017-10-08,Central,677,33.85
Sharon,Fruits & Veggies,Fresh Vegetables,Kanyakumari,2018-07-05,Central,842,227.34
Harish,"Eggs, Meat & Fish",Chicken,Cumbum,2016-04-30,East,604,181.2
Shree,Oil & Masala,Edible Oil & Ghee,Kanyakumari,2018-12-24,East,2234,938.28
Aditi,Beverages,Soft Drinks,Dharmapuri,2018-03-02,East,2425,266.75
Sheeba,Food Grains,Atta & Flour,Vellore,2016-09-10,East,915,411.75
Sudeep,"Eggs, Meat & Fish",Mutton,Viluppuram,2018-07-08,East,1449,478.17
Shree,"Eggs, Meat & Fish",Fish,Ooty,2017-09-17,East,1569,423.63
Amy,Beverages,Health Drinks,Perambalur,2018-05-28,East,1690,253.5
Ganesh,Beverages,Health Drinks,Cumbum,2017-04-16,East,2074,871.08
Hussain,Food Grains,Organic Staples,Perambalur,2018-09-02,East,1886,339.48
Sabeela,Food Grains,Atta & Flour,Karur,2017-05-02,East,1090,65.4
Akash,"Eggs, Meat & Fish",Mutton,Nagercoil,2017-11-22,East,1918,671.3
Arvind,Bakery,Biscuits,Salem,2016-07-06,East,1762,193.82
Haseena,"Eggs, Meat & Fish",Chicken,Dindigul,2018-12-05,East,1575,267.75
Shree,"Eggs, Meat & Fish",Mutton,Ramanadhapuram,2018-09-18,East,743,156.03
Suresh,Snacks,Cookies,Bodi,2017-09-12,East,1371,575.82
Muneer,Oil & Masala,Masalas,Namakkal,2017-01-02,East,625,37.5
Arvind,"Eggs, Meat & Fish",Fish,Trichy,2016-12-10,East,1599,271.83
Haseena,"Eggs, Meat & Fish",Fish,Cumbum,2015-07-11,East,1848,535.92
Ridhesh,Oil & Masala,Spices,Virudhunagar,2017-12-26,East,1021,61.26
Jonas,Bakery,Breads & Buns,Salem,2018-12-23,East,898,53.88
Shree,Fruits & Veggies,Organic Vegetables,Cumbum,2015-11-17,East,1523,167.53
Veena,Beverages,Health Drinks,Pudukottai,2015-12-02,East,2304,184.32
Veronica,Fruits & Veggies,Organic Vegetables,Tenkasi,2017-07-22,East,952,409.36
Kumar,"Eggs, Meat & Fish",Fish,Ramanadhapuram,2018-05-02,East,1174,129.14
Willams,Beverages,Health Drinks,Chennai,2017-11-27,East,1035,124.2
Adavan,Fruits & Veggies,Fresh Fruits,Vellore,2016-07-06,East,1658,381.34
Ramesh,"Eggs, Meat & Fish",Eggs,Kanyakumari,2018-12-05,East,1833,109.98
Anu,Snacks,Cookies,Vellore,2017-10-13,East,1693,220.09
Suresh,"Eggs, Meat & Fish",Fish,Tirunelveli,2017-05-12,East,2349,305.37
Sabeela,Fruits & Veggies,Fresh Vegetables,Krishnagiri,2016-11-28,East,1256,314.0
Willams,Bakery,Breads & Buns,Ramanadhapuram,2016-08-09,East,2165,411.35
Sundar,Snacks,Noodles,Karur,2015-09-30,East,1442,115.36
Akash,Snacks,Chocolates,Tirunelveli,2017-06-26,East,1431,143.1
Veronica,Beverages,Health Drinks,Krishnagiri,2018-09-15,East,2170,651.0
